id_comentario,id_cliente,id_producto,calificacion,texto_comentario,fecha_comentario,texto_preprocesado,sentimiento,score
570,20,10,4,"Buena cámara, pero el control de la aplicación para el móvil es complicado de usar. Los videos en 4K se ven bien.",2025-12-10,cámara control aplicación móvil complicado video ver,2 stars,0.3646158277988434
571,21,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos.",2025-12-11,excelente laptop teclado cómodo rendimiento impecable pantalla color preciso,5 stars,0.6793285608291626
572,22,10,5,La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.,2025-12-12,cámara acción joya calidad foto nivel usar nieve lluvia batería duro,5 stars,0.462651789188385
573,23,1,5,La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo. No tengo quejas.,2025-12-13,laptop sueño rendimiento bestial pantalla vibrante teclado responsivo queja,1 star,0.3079540431499481
574,24,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco.",2025-12-14,cámara video congelar software problema batería duro,2 stars,0.35328206419944763
575,25,1,5,El mejor equipo que he tenido. La laptop es muy rápida. El diseño es elegante. El teclado es cómodo.,2025-12-15,equipo laptop rápido diseño elegante teclado cómodo,5 stars,0.6055551767349243
576,1,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena y la estabilización es perfecta.",2025-12-16,cámara cable carga corto calidad video estabilización perfecto,5 stars,0.5161577463150024
577,2,1,5,Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.,2025-12-17,laptop perfecto necesidad rendimiento increíble pantalla alto resolución teclado retroiluminado plus,5 stars,0.8287830352783203
578,3,10,5,La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.,2025-12-18,cámara fácil usar grabar vacación video increíble estabilización fantástico,5 stars,0.7407728433609009
579,4,1,5,La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.,2025-12-19,laptop gamer pro bestia procesador rápido tarjeta gráfico potente problema juego,3 stars,0.296438992023468
580,5,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.",2025-12-20,cámara grar soporte bicicleta resistente mover,4 stars,0.4081110656261444
581,6,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble. La pantalla tiene una resolución fantástica y los colores son precisos.",2025-12-21,impresionante laptop rendimiento increíble pantalla resolución fantástico color preciso,5 stars,0.873004138469696
582,7,10,3,"La cámara es buena, pero la batería no dura tanto. La calidad de video es buena, pero la batería es un problema.",2025-12-22,cámara batería durar calidad video batería problema,2 stars,0.36047273874282837
583,8,1,5,La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es responsivo. No se calienta. Excelente inversión.,2025-12-23,laptop gamer pro máquina increíblemente potente teclado responsivo calentar excelente inversión,5 stars,0.8233947157859802
584,9,10,5,Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante. La estabilización es de otro nivel.,2025-12-24,cámara fantástico grabar deporte extremo calidad video impresionante estabilización nivel,5 stars,0.7878331542015076
585,10,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble.",2025-12-25,laptop rápido batería duro lástima rendimiento increíble,5 stars,0.7525234222412109
586,11,10,5,La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es fácil de usar.,2025-12-26,cámara acción maravilla calidad video asombroso estabilización perfecto fácil,5 stars,0.8707153797149658
587,12,1,5,La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto. El sistema de enfriamiento es eficiente.,2025-12-27,laptop bestia procesador rápido tarjeta gráfico potente rendir perfecto sistema enfriamiento eficiente,5 stars,0.6874948143959045
588,13,10,3,El micrófono de la cámara es de baja calidad. El audio tiene ruido de fondo. La calidad de video es buena.,2025-12-28,micrófono cámara bajo calidad audio ruido fondo calidad video,2 stars,0.4283176362514496
589,14,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante. La pantalla es vibrante.",2025-12-29,equipo rendimiento impecable diseño elegante pantalla vibrante,5 stars,0.6349501013755798
590,15,10,5,Esta cámara es perfecta. La calidad de video es de primera. La estabilización es genial y la batería dura mucho.,2025-12-30,cámara perfecto calidad video estabilización genial batería duro,5 stars,0.8149163722991943
591,16,1,5,La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo.,2025-12-31,laptop maravilla procesador rápido rendimiento excepcional pantalla alto resolución ideal trabajo,5 stars,0.897431492805481
592,17,10,4,"Buena cámara, pero a veces los videos se ven borrosos. La calidad de video es excelente en general.",2026-01-01,cámara video ver borroso calidad video excelente general,5 stars,0.49044710397720337
593,18,1,4,"La laptop es potente, pero la pantalla tiene fuga de luz. Es un detalle menor. El rendimiento es fantástico.",2026-01-02,laptop potente pantalla fuga luz detalle menor rendimiento fantástico,4 stars,0.4549223482608795
594,19,10,5,La calidad de video de esta cámara es asombrosa. La estabilización es perfecta. La carcasa protectora es resistente.,2026-01-03,calidad video cámara asombroso estabilización perfecto carcasa protectora resistente,5 stars,0.7263320088386536
595,20,1,5,El rendimiento de esta laptop es sobresaliente. Es capaz de manejar cualquier software de diseño. La pantalla de alta tasa de refresco es genial.,2026-01-04,rendimiento laptop sobresaliente capaz manejar software diseño pantalla alto tasa refresco genial,5 stars,0.7434347867965698
596,21,10,4,"Buena cámara, pero el control de la aplicación es complicado de usar. Los videos en 4K se ven bien.",2026-01-05,cámara control aplicación complicado video ver,2 stars,0.3565627932548523
597,22,1,5,"Excelente laptop, el teclado es cómodo. El rendimiento es impecable. La pantalla tiene colores precisos.",2026-01-06,excelente laptop teclado cómodo rendimiento impecable pantalla color preciso,5 stars,0.6793285608291626
598,23,10,5,La Cámara de Acción 4K es una joya. La calidad de las fotos es de otro nivel. La he usado en la nieve y en la lluvia. La batería dura mucho.,2026-01-07,cámara acción joya calidad foto nivel usar nieve lluvia batería duro,5 stars,0.462651789188385
599,24,1,5,La laptop es un sueño. El rendimiento es bestial. La pantalla es vibrante y el teclado es responsivo.,2026-01-08,laptop sueño rendimiento bestial pantalla vibrante teclado responsivo,5 stars,0.5521955490112305
600,25,10,3,"La cámara es buena, pero los videos se congelan. El software parece tener problemas. La batería dura poco.",2026-01-09,cámara video congelar software problema batería duro,2 stars,0.35328206419944763
601,1,1,5,El mejor equipo que he tenido. La laptop es muy rápida. El diseño es elegante. El teclado es cómodo.,2026-01-10,equipo laptop rápido diseño elegante teclado cómodo,5 stars,0.6055551767349243
602,2,10,4,"Buena cámara, pero el cable de carga es corto. La calidad de video es muy buena y la estabilización es perfecta.",2026-01-11,cámara cable carga corto calidad video estabilización perfecto,5 stars,0.5161577463150024
603,3,1,5,Esta laptop es perfecta para mis necesidades. El rendimiento es increíble. La pantalla de alta resolución y el teclado retroiluminado son un gran plus.,2026-01-12,laptop perfecto necesidad rendimiento increíble pantalla alto resolución teclado retroiluminado plus,5 stars,0.8287830352783203
604,4,10,5,La cámara es muy fácil de usar. La he usado para grabar mis vacaciones y los videos son increíbles. La estabilización es fantástica.,2026-01-13,cámara fácil usar grabar vacación video increíble estabilización fantástico,5 stars,0.7407728433609009
605,5,1,5,La Laptop Gamer Pro es una bestia. El procesador es muy rápido y la tarjeta gráfica es muy potente. No he tenido problemas con ningún juego.,2026-01-14,laptop gamer pro bestia procesador rápido tarjeta gráfico potente problema juego,3 stars,0.296438992023468
606,6,10,4,"La cámara graba muy bien, pero el soporte para la bicicleta no es muy resistente. Se mueve un poco.",2026-01-15,cámara grar soporte bicicleta resistente mover,4 stars,0.4081110656261444
607,7,1,5,"Impresionante, la mejor laptop. El rendimiento es increíble. La pantalla tiene una resolución fantástica y los colores son precisos.",2026-01-16,impresionante laptop rendimiento increíble pantalla resolución fantástico color preciso,5 stars,0.873004138469696
608,8,10,3,"La cámara es buena, pero la batería no dura tanto. La calidad de video es buena, pero la batería es un problema.",2026-01-17,cámara batería durar calidad video batería problema,2 stars,0.36047273874282837
609,9,1,5,La Laptop Gamer Pro es una máquina increíblemente potente. El teclado es responsivo. No se calienta. Excelente inversión.,2026-01-18,laptop gamer pro máquina increíblemente potente teclado responsivo calentar excelente inversión,5 stars,0.8233947157859802
610,10,10,5,Esta cámara es fantástica para grabar deportes extremos. La calidad de video es impresionante. La estabilización es de otro nivel.,2026-01-19,cámara fantástico grabar deporte extremo calidad video impresionante estabilización nivel,5 stars,0.7878331542015076
611,11,1,4,"La laptop es muy rápida, pero la batería dura poco, lo cual es una lástima. El rendimiento es increíble.",2026-01-20,laptop rápido batería duro lástima rendimiento increíble,5 stars,0.7525234222412109
612,12,10,5,La Cámara de Acción 4K es una maravilla. La calidad de video es asombrosa y la estabilización es perfecta. Es fácil de usar.,2026-01-21,cámara acción maravilla calidad video asombroso estabilización perfecto fácil,5 stars,0.8707153797149658
613,13,1,5,La laptop es una bestia. El procesador es muy rápido y la tarjeta gráfica es potente. Rinde perfecto. El sistema de enfriamiento es eficiente.,2026-01-22,laptop bestia procesador rápido tarjeta gráfico potente rendir perfecto sistema enfriamiento eficiente,5 stars,0.6874948143959045
614,14,10,3,El micrófono de la cámara es de baja calidad. El audio tiene ruido de fondo. La calidad de video es buena.,2026-01-23,micrófono cámara bajo calidad audio ruido fondo calidad video,2 stars,0.4283176362514496
615,15,1,5,"El mejor equipo que he tenido. El rendimiento es impecable, y el diseño es elegante. La pantalla es vibrante.",2026-01-24,equipo rendimiento impecable diseño elegante pantalla vibrante,5 stars,0.6349501013755798
616,16,10,5,Esta cámara es perfecta. La calidad de video es de primera. La estabilización es genial y la batería dura mucho.,2026-01-25,cámara perfecto calidad video estabilización genial batería duro,5 stars,0.8149163722991943
617,17,1,5,La laptop es una maravilla. El procesador es muy rápido y el rendimiento es excepcional. La pantalla de alta resolución es ideal para mi trabajo.,2026-01-26,laptop maravilla procesador rápido rendimiento excepcional pantalla alto resolución ideal trabajo,5 stars,0.897431492805481
